ticker,accession_number,filing_date
PEP,0000077476-21-000018,2021-04-15
PEP,0000077476-21-000039,2021-07-13
PEP,0000077476-21-000050,2021-10-05
PEP,0000077476-22-000010,2022-02-10
PEP,0000077476-22-000020,2022-04-26
PEP,0000077476-22-000043,2022-07-12
PEP,0000077476-22-000052,2022-10-12
PEP,0000077476-23-000007,2023-02-09
PEP,0000077476-23-000023,2023-04-25
PEP,0000077476-23-000046,2023-07-13
PEP,0000077476-23-000058,2023-10-10
PEP,0000077476-24-000008,2024-02-09
PEP,0000077476-24-000017,2024-04-23
PEP,0000077476-24-000042,2024-07-11
PEP,0000077476-24-000052,2024-10-08
PEP,0000077476-25-000007,2025-02-04
PEP,0000077476-25-000019,2025-04-24
PEP,0000077476-25-000044,2025-07-17
PEP,0000077476-25-000053,2025-10-09
PEP,0000077476-26-000007,2026-02-03
PEP,0000077476-26-000017,2026-04-16
PG,0000080424-20-000097,2020-10-20
PG,0000080424-21-000026,2021-01-20
PG,0000080424-21-000062,2021-04-20
PG,0000080424-21-000100,2021-08-06
PG,0000080424-21-000129,2021-10-19
PG,0000080424-22-000016,2022-01-19
PG,0000080424-22-000035,2022-04-20
PG,0000080424-22-000064,2022-08-05
PG,0000080424-22-000102,2022-10-19
PG,0000080424-23-000014,2023-01-19
PG,0000080424-23-000046,2023-04-21
PG,0000080424-23-000073,2023-08-04
PG,0000080424-23-000103,2023-10-18
PG,0000080424-24-000018,2024-01-23
PG,0000080424-24-000051,2024-04-19
PG,0000080424-24-000083,2024-08-05
PG,0000080424-24-000113,2024-10-18
PG,0000080424-25-000013,2025-01-22
PG,0000080424-25-000037,2025-04-24
PG,0000080424-25-000076,2025-08-04
PG,0000080424-25-000245,2025-10-24
PG,0000080424-26-000011,2026-01-23
PG,0000080424-26-000060,2026-04-24
PLTR,0000950123-21-010430,2021-08-12
PLTR,0001193125-21-159222,2021-05-12
PLTR,0001193125-21-323920,2021-11-09
PLTR,0001193125-22-050913,2022-02-24
PLTR,0001321655-22-000006,2022-05-09
PLTR,0001321655-22-000016,2022-08-08
PLTR,0001321655-22-000032,2022-11-07
PLTR,0001321655-23-000011,2023-02-21
PLTR,0001321655-23-000044,2023-05-09
PLTR,0001321655-23-000090,2023-08-08
PLTR,0001321655-23-000118,2023-11-03
PLTR,0001321655-24-000022,2024-02-20
PLTR,0001321655-24-000071,2024-05-07
PLTR,0001321655-24-000135,2024-08-06
PLTR,0001321655-24-000209,2024-11-05
PLTR,0001321655-25-000022,2025-02-18
PLTR,0001321655-25-000066,2025-05-06
PLTR,0001321655-25-000106,2025-08-05
PLTR,0001321655-25-000131,2025-11-04
PLTR,0001321655-26-000011,2026-02-17
PLTR,0001321655-26-000028,2026-05-05
PM,0001413329-21-000025,2021-04-27
PM,0001413329-21-000058,2021-07-27
PM,0001413329-21-000091,2021-10-27
PM,0001413329-22-000011,2022-02-11
PM,0001413329-22-000035,2022-04-28
PM,0001413329-22-000072,2022-07-29
PM,0001413329-22-000114,2022-10-27
PM,0001413329-23-000025,2023-02-10
PM,0001413329-23-000117,2023-04-26
PM,0001413329-23-000176,2023-07-27
PM,0001413329-23-000201,2023-10-26
PM,0001413329-24-000013,2024-02-08
PM,0001413329-24-000087,2024-04-26
PM,0001413329-24-000145,2024-07-25
PM,0001413329-24-000172,2024-10-24
PM,0001413329-25-000013,2025-02-06
PM,0001413329-25-000094,2025-04-24
PM,0001413329-25-000150,2025-07-25
PM,0001628280-25-046179,2025-10-24
PM,0001628280-26-005939,2026-02-06
PM,0001628280-26-027019,2026-04-24
QCOM,0000804328-22-000021,2022-11-02
QCOM,0000804328-23-000006,2023-02-02
QCOM,0000804328-23-000023,2023-05-03
QCOM,0000804328-23-000043,2023-08-02
QCOM,0000804328-23-000055,2023-11-01
QCOM,0000804328-24-000017,2024-01-31
QCOM,0000804328-24-000039,2024-05-01
QCOM,0000804328-24-000056,2024-07-31
QCOM,0000804328-24-000075,2024-11-06
QCOM,0000804328-25-000011,2025-02-05
QCOM,0000804328-25-000031,2025-04-30
QCOM,0000804328-25-000045,2025-07-30
QCOM,0000804328-25-000085,2025-11-05
QCOM,0000804328-26-000017,2026-02-04
QCOM,0000804328-26-000061,2026-04-29
QCOM,0001728949-21-000022,2021-02-03
QCOM,0001728949-21-000043,2021-04-28
QCOM,0001728949-21-000066,2021-07-28
QCOM,0001728949-21-000076,2021-11-03
QCOM,0001728949-22-000012,2022-02-02
QCOM,0001728949-22-000026,2022-04-27
QCOM,0001728949-22-000040,2022-07-27
RTX,0000101829-21-000024,2021-04-27
RTX,0000101829-21-000051,2021-07-27
RTX,0000101829-21-000056,2021-10-26
RTX,0000101829-22-000005,2022-02-11
RTX,0000101829-22-000018,2022-04-26
RTX,0000101829-22-000040,2022-07-26
RTX,0000101829-22-000056,2022-10-25
RTX,0000101829-23-000009,2023-02-07
RTX,0000101829-23-000015,2023-04-25
RTX,0000101829-23-000032,2023-07-25
RTX,0000101829-23-000037,2023-10-24
RTX,0000101829-24-000008,2024-02-05
RTX,0000101829-24-000012,2024-04-23
RTX,0000101829-24-000027,2024-07-25
RTX,0000101829-24-000038,2024-10-22
RTX,0000101829-25-000005,2025-02-03
RTX,0000101829-25-000015,2025-04-22
RTX,0000101829-25-000032,2025-07-22
RTX,0000101829-25-000042,2025-10-21
RTX,0000101829-26-000006,2026-02-06
RTX,0000101829-26-000011,2026-04-21
SCHW,0000316709-21-000029,2021-05-07
SCHW,0000316709-21-000062,2021-08-06
SCHW,0000316709-21-000081,2021-11-08
SCHW,0000316709-22-000009,2022-02-24
SCHW,0000316709-22-000018,2022-05-09
SCHW,0000316709-22-000028,2022-08-08
SCHW,0000316709-22-000045,2022-11-08
SCHW,0000316709-23-000009,2023-02-24
SCHW,0000316709-23-000026,2023-05-08
SCHW,0000316709-23-000037,2023-08-08
SCHW,0000316709-23-000062,2023-11-08
SCHW,0000316709-24-000018,2024-02-23
SCHW,0000316709-24-000044,2024-05-09
SCHW,0000316709-24-000060,2024-08-08
SCHW,0000316709-24-000069,2024-11-08
SCHW,0000316709-25-000010,2025-02-26
SCHW,0000316709-25-000023,2025-05-09
SCHW,0000316709-25-000039,2025-08-08
SCHW,0000316709-25-000051,2025-11-07
SCHW,0000316709-26-000009,2026-02-25
SCHW,0000316709-26-000019,2026-05-08
SPGI,0000064040-21-000121,2021-04-29
SPGI,0000064040-21-000155,2021-07-29
SPGI,0000064040-22-000055,2022-02-08
SPGI,0000064040-22-000113,2022-05-04
SPGI,0000064040-22-000143,2022-08-03
SPGI,0000064040-22-000171,2022-10-28
SPGI,0000064040-23-000058,2023-02-10
SPGI,0000064040-23-000113,2023-04-27
SPGI,0000064040-23-000159,2023-07-27
SPGI,0000064040-23-000193,2023-11-02
SPGI,0000064040-24-000071,2024-02-09
SPGI,0000064040-24-000125,2024-04-25
SPGI,0000064040-24-000150,2024-07-30
SPGI,0000064040-24-000178,2024-10-25
SPGI,0000064040-25-000052,2025-02-11
SPGI,0000064040-25-000126,2025-04-29
SPGI,0000064040-25-000147,2025-08-01
SPGI,0000064040-25-000167,2025-10-30
SPGI,0000064040-26-000013,2026-02-11
SPGI,0000064040-26-000024,2026-04-28
SPGI,0001628280-21-020543,2021-10-26
T,0000732717-21-000030,2021-05-06
T,0000732717-21-000067,2021-08-05
T,0000732717-21-000080,2021-11-04
T,0000732717-22-000015,2022-02-16
T,0000732717-22-000042,2022-05-03
T,0000732717-22-000093,2022-08-04
T,0000732717-22-000102,2022-11-03
T,0000732717-23-000011,2023-02-13
T,0000732717-23-000022,2023-05-01
T,0000732717-23-000047,2023-07-27
T,0000732717-23-000057,2023-10-31
T,0000732717-24-000009,2024-02-23
T,0000732717-24-000022,2024-05-02
T,0000732717-24-000053,2024-07-25
T,0000732717-24-000059,2024-10-29
T,0000732717-25-000013,2025-02-12
T,0000732717-25-000023,2025-04-29
T,0000732717-25-000080,2025-07-24
T,0000732717-25-000171,2025-10-31
T,0000732717-26-000120,2026-02-09
T,0000732717-26-000206,2026-04-27
TJX,0000109198-21-000019,2021-05-28
TJX,0000109198-21-000027,2021-08-27
TJX,0000109198-21-000030,2021-11-30
TJX,0000109198-22-000008,2022-03-30
TJX,0000109198-22-000029,2022-05-27
TJX,0000109198-22-000041,2022-08-26
TJX,0000109198-22-000044,2022-11-29
TJX,0000109198-23-000004,2023-03-29
TJX,0000109198-23-000031,2023-05-26
TJX,0000109198-23-000051,2023-08-25
TJX,0000109198-23-000060,2023-11-29
TJX,0000109198-24-000014,2024-04-03
TJX,0000109198-24-000035,2024-05-31
TJX,0000109198-24-000048,2024-08-30
TJX,0000109198-24-000059,2024-12-04
TJX,0000109198-25-000010,2025-04-02
TJX,0000109198-25-000043,2025-05-30
TJX,0000109198-25-000054,2025-08-29
TJX,0000109198-25-000061,2025-12-02
TJX,0000109198-26-000008,2026-03-31
TJX,0000109198-26-000034,2026-05-29
TMO,0000097745-21-000026,2021-05-07
TMO,0000097745-21-000045,2021-08-06
TMO,0000097745-21-000058,2021-11-04
TMO,0000097745-22-000011,2022-02-24
TMO,0000097745-22-000027,2022-05-06
TMO,0000097745-22-000047,2022-08-05
TMO,0000097745-22-000057,2022-11-04
TMO,0000097745-23-000008,2023-02-23
TMO,0000097745-23-000033,2023-05-05
TMO,0000097745-23-000059,2023-08-04
TMO,0000097745-23-000069,2023-11-03
TMO,0000097745-24-000007,2024-02-22
TMO,0000097745-24-000023,2024-05-03
TMO,0000097745-24-000040,2024-08-02
TMO,0000097745-24-000046,2024-11-01
TMO,0000097745-25-000010,2025-02-20
TMO,0000097745-25-000041,2025-05-02
TMO,0000097745-25-000101,2025-08-01
TMO,0000097745-25-000159,2025-10-31
TMO,0000097745-26-000018,2026-02-26
TMO,0000097745-26-000092,2026-05-01
TSLA,0000950170-21-000046,2021-04-28
TSLA,0000950170-21-000524,2021-07-27
TSLA,0000950170-21-002253,2021-10-25
TSLA,0000950170-22-000796,2022-02-07
TSLA,0000950170-22-006034,2022-04-25
TSLA,0000950170-22-012936,2022-07-25
TSLA,0000950170-22-019867,2022-10-24
TSLA,0000950170-23-001409,2023-01-31
TSLA,0000950170-23-013890,2023-04-24
TSLA,0000950170-23-033872,2023-07-24
TSLA,0001628280-23-034847,2023-10-23
TSLA,0001628280-24-002390,2024-01-29
TSLA,0001628280-24-017503,2024-04-24
TSLA,0001628280-24-032662,2024-07-24
TSLA,0001628280-24-043486,2024-10-24
TSLA,0001628280-25-003063,2025-01-30
TSLA,0001628280-25-018911,2025-04-23
TSLA,0001628280-25-035806,2025-07-24
TSLA,0001628280-25-045968,2025-10-23
TSLA,0001628280-26-003952,2026-01-29
TSLA,0001628280-26-026673,2026-04-23
TXN,0000097476-21-000013,2021-04-28
TXN,0000097476-21-000020,2021-07-22
TXN,0000097476-21-000032,2021-10-27
TXN,0000097476-22-000009,2022-02-04
TXN,0000097476-22-000028,2022-04-27
TXN,0000097476-22-000040,2022-07-27
TXN,0000097476-22-000048,2022-10-26
TXN,0000097476-23-000007,2023-02-03
TXN,0000097476-23-000025,2023-04-26
TXN,0000097476-23-000035,2023-07-26
TXN,0000097476-23-000041,2023-10-25
TXN,0000097476-24-000007,2024-02-02
TXN,0000097476-24-000021,2024-04-24
TXN,0000097476-24-000030,2024-07-24
TXN,0000097476-24-000042,2024-10-23
TXN,0000097476-25-000007,2025-02-14
TXN,0000097476-25-000027,2025-04-24
TXN,0000097476-25-000036,2025-07-29
TXN,0000097476-25-000060,2025-10-23
TXN,0000097476-26-000059,2026-02-06
TXN,0000097476-26-000101,2026-04-24
UBER,0001543151-21-000029,2021-05-06
UBER,0001543151-21-000038,2021-08-05
UBER,0001543151-21-000047,2021-11-09
UBER,0001543151-22-000008,2022-02-24
UBER,0001543151-22-000015,2022-05-05
UBER,0001543151-22-000024,2022-08-04
UBER,0001543151-22-000034,2022-11-02
UBER,0001543151-23-000010,2023-02-21
UBER,0001543151-23-000016,2023-05-03
UBER,0001543151-23-000025,2023-08-02
UBER,0001543151-23-000039,2023-11-07
UBER,0001543151-24-000012,2024-02-15
UBER,0001543151-24-000020,2024-05-08
UBER,0001543151-24-000027,2024-08-06
UBER,0001543151-24-000036,2024-10-31
UBER,0001543151-25-000008,2025-02-14
UBER,0001543151-25-000015,2025-05-07
UBER,0001543151-25-000023,2025-08-06
UBER,0001543151-25-000033,2025-11-04
UBER,0001543151-26-000015,2026-02-13
UBER,0001543151-26-000022,2026-05-06
UNH,0000731766-21-000021,2021-05-05
UNH,0000731766-21-000037,2021-08-03
UNH,0000731766-21-000051,2021-11-03
UNH,0000731766-22-000008,2022-02-15
UNH,0000731766-22-000019,2022-05-04
UNH,0000731766-22-000036,2022-08-03
UNH,0000731766-22-000044,2022-11-02
UNH,0000731766-23-000008,2023-02-24
UNH,0000731766-23-000029,2023-05-03
UNH,0000731766-23-000053,2023-08-02
UNH,0000731766-23-000064,2023-11-06
UNH,0000731766-24-000081,2024-02-28
UNH,0000731766-24-000155,2024-05-09
UNH,0000731766-24-000262,2024-08-09
UNH,0000731766-24-000323,2024-11-04
UNH,0000731766-25-000063,2025-02-27
UNH,0000731766-25-000131,2025-05-07
UNH,0000731766-25-000236,2025-08-11
UNH,0000731766-25-000305,2025-10-28
UNH,0000731766-26-000062,2026-03-02
UNH,0000731766-26-000127,2026-05-05
V,0001403161-21-000012,2021-01-29
V,0001403161-21-000029,2021-04-29
V,0001403161-21-000042,2021-07-29
V,0001403161-21-000060,2021-11-18
V,0001403161-22-000013,2022-01-28
V,0001403161-22-000027,2022-04-28
V,0001403161-22-000058,2022-07-28
V,0001403161-22-000081,2022-11-16
V,0001403161-23-000013,2023-01-27
V,0001403161-23-000031,2023-04-27
V,0001403161-23-000072,2023-07-26
V,0001403161-23-000099,2023-11-15
V,0001403161-24-000016,2024-01-26
V,0001403161-24-000030,2024-04-24
V,0001403161-24-000041,2024-07-24
V,0001403161-24-000058,2024-11-13
V,0001403161-25-000017,2025-01-31
V,0001403161-25-000037,2025-04-30
V,0001403161-25-000052,2025-07-30
V,0001403161-25-000089,2025-11-06
V,0001403161-26-000045,2026-01-30
V,0001403161-26-000079,2026-04-29
VZ,0000732712-21-000024,2021-04-27
VZ,0000732712-21-000046,2021-07-28
VZ,0000732712-21-000054,2021-10-26
VZ,0000732712-22-000008,2022-02-11
VZ,0000732712-22-000019,2022-04-27
VZ,0000732712-22-000043,2022-07-28
VZ,0000732712-22-000050,2022-10-25
VZ,0000732712-23-000012,2023-02-10
VZ,0000732712-23-000029,2023-04-27
VZ,0000732712-23-000055,2023-07-28
VZ,0000732712-23-000063,2023-10-26
VZ,0000732712-24-000010,2024-02-09
VZ,0000732712-24-000029,2024-04-25
VZ,0000732712-24-000052,2024-07-25
VZ,0000732712-24-000069,2024-10-25
VZ,0000732712-25-000006,2025-02-12
VZ,0000732712-25-000024,2025-04-25
VZ,0000732712-25-000086,2025-07-25
VZ,0000732712-25-000116,2025-10-29
VZ,0000732712-26-000007,2026-02-17
VZ,0000732712-26-000023,2026-05-01
WFC,0000072971-21-000221,2021-05-05
WFC,0000072971-21-000267,2021-07-28
WFC,0000072971-21-000317,2021-11-01
WFC,0000072971-22-000096,2022-02-22
WFC,0000072971-22-000113,2022-05-03
WFC,0000072971-22-000174,2022-08-01
WFC,0000072971-22-000205,2022-10-31
WFC,0000072971-23-000071,2023-02-21
WFC,0000072971-23-000102,2023-05-02
WFC,0000072971-23-000138,2023-08-01
WFC,0000072971-23-000170,2023-10-31
WFC,0000072971-24-000064,2024-02-20
WFC,0000072971-24-000129,2024-05-02
WFC,0000072971-24-000185,2024-08-01
WFC,0000072971-24-000243,2024-10-31
WFC,0000072971-25-000066,2025-02-25
WFC,0000072971-25-000129,2025-04-29
WFC,0000072971-25-000201,2025-08-05
WFC,0000072971-25-000253,2025-10-31
WFC,0000072971-26-000133,2026-02-24
WFC,0000072971-26-000217,2026-04-29
WMT,0000104169-21-000042,2021-06-04
WMT,0000104169-21-000058,2021-09-02
WMT,0000104169-21-000072,2021-12-01
WMT,0000104169-22-000012,2022-03-18
WMT,0000104169-22-000029,2022-06-03
WMT,0000104169-22-000072,2022-09-02
WMT,0000104169-22-000083,2022-12-01
WMT,0000104169-23-000020,2023-03-17
WMT,0000104169-23-000052,2023-06-02
WMT,0000104169-23-000097,2023-09-01
WMT,0000104169-23-000132,2023-11-30
WMT,0000104169-24-000056,2024-03-15
WMT,0000104169-24-000105,2024-06-07
WMT,0000104169-24-000141,2024-08-30
WMT,0000104169-24-000178,2024-12-06
WMT,0000104169-25-000021,2025-03-14
WMT,0000104169-25-000090,2025-06-06
WMT,0000104169-25-000137,2025-08-29
WMT,0000104169-25-000191,2025-12-03
WMT,0000104169-26-000055,2026-03-13
WMT,0000104169-26-000102,2026-05-29
XOM,0000034088-21-000024,2021-05-05
XOM,0000034088-21-000051,2021-08-04
XOM,0000034088-21-000064,2021-11-03
XOM,0000034088-22-000011,2022-02-23
XOM,0000034088-22-000026,2022-05-04
XOM,0000034088-22-000051,2022-08-03
XOM,0000034088-22-000064,2022-11-02
XOM,0000034088-23-000020,2023-02-22
XOM,0000034088-23-000030,2023-05-02
XOM,0000034088-23-000048,2023-08-01
XOM,0000034088-23-000056,2023-10-31
XOM,0000034088-24-000018,2024-02-28
XOM,0000034088-24-000029,2024-04-29
XOM,0000034088-24-000050,2024-08-05
XOM,0000034088-24-000068,2024-11-04
XOM,0000034088-25-000010,2025-02-19
XOM,0000034088-25-000024,2025-05-05
XOM,0000034088-25-000042,2025-08-04
XOM,0000034088-25-000061,2025-11-03
XOM,0000034088-26-000045,2026-02-18
XOM,0000034088-26-000067,2026-05-04
