ticker,sector,company_group,position,concept,concept_priority,taxonomy,unit,value,start,end,fy,fp,form,filed,frame,accession_number,label,source,statement_type,duration_days
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,131000000.0,2025-08-01,2026-04-30,,,10-Q,2026-05-20,,0000896878-26-000025,,ixbrl,income_statement,272
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,112000000.0,2024-08-01,2025-04-30,,,10-Q,2026-05-20,,0000896878-26-000025,,ixbrl,income_statement,272
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServicesSold,1,us-gaap,USD,18000000.0,2025-11-01,2026-01-31,,,10-Q,2026-02-26,,0000896878-26-000014,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServicesSold,1,us-gaap,USD,20000000.0,2024-11-01,2025-01-31,,,10-Q,2026-02-26,,0000896878-26-000014,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServicesSold,1,us-gaap,USD,33000000.0,2025-08-01,2026-01-31,,,10-Q,2026-02-26,,0000896878-26-000014,,ixbrl,income_statement,183
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServicesSold,1,us-gaap,USD,34000000.0,2024-08-01,2025-01-31,,,10-Q,2026-02-26,,0000896878-26-000014,,ixbrl,income_statement,183
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServicesSold,1,us-gaap,USD,981000000.0,2025-11-01,2026-01-31,,,10-Q,2026-02-26,,0000896878-26-000014,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServicesSold,1,us-gaap,USD,880000000.0,2024-11-01,2025-01-31,,,10-Q,2026-02-26,,0000896878-26-000014,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServicesSold,1,us-gaap,USD,1805000000.0,2025-08-01,2026-01-31,,,10-Q,2026-02-26,,0000896878-26-000014,,ixbrl,income_statement,183
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServicesSold,1,us-gaap,USD,1652000000.0,2024-08-01,2025-01-31,,,10-Q,2026-02-26,,0000896878-26-000014,,ixbrl,income_statement,183
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,44000000.0,2025-11-01,2026-01-31,,,10-Q,2026-02-26,,0000896878-26-000014,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,37000000.0,2024-11-01,2025-01-31,,,10-Q,2026-02-26,,0000896878-26-000014,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,88000000.0,2025-08-01,2026-01-31,,,10-Q,2026-02-26,,0000896878-26-000014,,ixbrl,income_statement,183
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,74000000.0,2024-08-01,2025-01-31,,,10-Q,2026-02-26,,0000896878-26-000014,,ixbrl,income_statement,183
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,44000000.0,2025-11-01,2026-01-31,,,10-Q,2026-02-26,,0000896878-26-000014,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,37000000.0,2024-11-01,2025-01-31,,,10-Q,2026-02-26,,0000896878-26-000014,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,88000000.0,2025-08-01,2026-01-31,,,10-Q,2026-02-26,,0000896878-26-000014,,ixbrl,income_statement,183
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,74000000.0,2024-08-01,2025-01-31,,,10-Q,2026-02-26,,0000896878-26-000014,,ixbrl,income_statement,183
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServicesSold,1,us-gaap,USD,15000000.0,2025-08-01,2025-10-31,,,10-Q,2025-11-20,,0000896878-25-000048,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServicesSold,1,us-gaap,USD,14000000.0,2024-08-01,2024-10-31,,,10-Q,2025-11-20,,0000896878-25-000048,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServicesSold,1,us-gaap,USD,824000000.0,2025-08-01,2025-10-31,,,10-Q,2025-11-20,,0000896878-25-000048,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServicesSold,1,us-gaap,USD,772000000.0,2024-08-01,2024-10-31,,,10-Q,2025-11-20,,0000896878-25-000048,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,44000000.0,2025-08-01,2025-10-31,,,10-Q,2025-11-20,,0000896878-25-000048,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,37000000.0,2024-08-01,2024-10-31,,,10-Q,2025-11-20,,0000896878-25-000048,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,44000000.0,2025-08-01,2025-10-31,,,10-Q,2025-11-20,,0000896878-25-000048,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,37000000.0,2024-08-01,2024-10-31,,,10-Q,2025-11-20,,0000896878-25-000048,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServicesSold,1,us-gaap,USD,3624000000.0,2024-08-01,2025-07-31,,,10-K,2025-09-03,,0000896878-25-000035,,ixbrl,income_statement,364
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServicesSold,1,us-gaap,USD,3250000000.0,2023-08-01,2024-07-31,,,10-K,2025-09-03,,0000896878-25-000035,,ixbrl,income_statement,365
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServicesSold,1,us-gaap,USD,2908000000.0,2022-08-01,2023-07-31,,,10-K,2025-09-03,,0000896878-25-000035,,ixbrl,income_statement,364
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServicesSold,1,us-gaap,USD,68000000.0,2024-08-01,2025-07-31,,,10-K,2025-09-03,,0000896878-25-000035,,ixbrl,income_statement,364
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServicesSold,1,us-gaap,USD,69000000.0,2023-08-01,2024-07-31,,,10-K,2025-09-03,,0000896878-25-000035,,ixbrl,income_statement,365
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServicesSold,1,us-gaap,USD,72000000.0,2022-08-01,2023-07-31,,,10-K,2025-09-03,,0000896878-25-000035,,ixbrl,income_statement,364
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,156000000.0,2024-08-01,2025-07-31,,,10-K,2025-09-03,,0000896878-25-000035,,ixbrl,income_statement,364
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,146000000.0,2023-08-01,2024-07-31,,,10-K,2025-09-03,,0000896878-25-000035,,ixbrl,income_statement,365
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,163000000.0,2022-08-01,2023-07-31,,,10-K,2025-09-03,,0000896878-25-000035,,ixbrl,income_statement,364
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,156000000.0,2024-08-01,2025-07-31,,,10-K,2025-09-03,,0000896878-25-000035,,ixbrl,income_statement,364
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,146000000.0,2023-08-01,2024-07-31,,,10-K,2025-09-03,,0000896878-25-000035,,ixbrl,income_statement,365
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,163000000.0,2022-08-01,2023-07-31,,,10-K,2025-09-03,,0000896878-25-000035,,ixbrl,income_statement,364
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServicesSold,1,us-gaap,USD,18000000.0,2025-02-01,2025-04-30,,,10-Q,2025-05-22,,0000896878-25-000022,,ixbrl,income_statement,88
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServicesSold,1,us-gaap,USD,17000000.0,2024-02-01,2024-04-30,,,10-Q,2025-05-22,,0000896878-25-000022,,ixbrl,income_statement,89
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServicesSold,1,us-gaap,USD,52000000.0,2024-08-01,2025-04-30,,,10-Q,2025-05-22,,0000896878-25-000022,,ixbrl,income_statement,272
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServicesSold,1,us-gaap,USD,55000000.0,2023-08-01,2024-04-30,,,10-Q,2025-05-22,,0000896878-25-000022,,ixbrl,income_statement,273
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServicesSold,1,us-gaap,USD,1138000000.0,2025-02-01,2025-04-30,,,10-Q,2025-05-22,,0000896878-25-000022,,ixbrl,income_statement,88
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServicesSold,1,us-gaap,USD,1014000000.0,2024-02-01,2024-04-30,,,10-Q,2025-05-22,,0000896878-25-000022,,ixbrl,income_statement,89
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServicesSold,1,us-gaap,USD,2790000000.0,2024-08-01,2025-04-30,,,10-Q,2025-05-22,,0000896878-25-000022,,ixbrl,income_statement,272
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServicesSold,1,us-gaap,USD,2517000000.0,2023-08-01,2024-04-30,,,10-Q,2025-05-22,,0000896878-25-000022,,ixbrl,income_statement,273
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,38000000.0,2025-02-01,2025-04-30,,,10-Q,2025-05-22,,0000896878-25-000022,,ixbrl,income_statement,88
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,36000000.0,2024-02-01,2024-04-30,,,10-Q,2025-05-22,,0000896878-25-000022,,ixbrl,income_statement,89
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,112000000.0,2024-08-01,2025-04-30,,,10-Q,2025-05-22,,0000896878-25-000022,,ixbrl,income_statement,272
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,110000000.0,2023-08-01,2024-04-30,,,10-Q,2025-05-22,,0000896878-25-000022,,ixbrl,income_statement,273
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,38000000.0,2025-02-01,2025-04-30,,,10-Q,2025-05-22,,0000896878-25-000022,,ixbrl,income_statement,88
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,36000000.0,2024-02-01,2024-04-30,,,10-Q,2025-05-22,,0000896878-25-000022,,ixbrl,income_statement,89
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,112000000.0,2024-08-01,2025-04-30,,,10-Q,2025-05-22,,0000896878-25-000022,,ixbrl,income_statement,272
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,110000000.0,2023-08-01,2024-04-30,,,10-Q,2025-05-22,,0000896878-25-000022,,ixbrl,income_statement,273
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServicesSold,1,us-gaap,USD,20000000.0,2024-11-01,2025-01-31,,,10-Q,2025-02-25,,0000896878-25-000015,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServicesSold,1,us-gaap,USD,23000000.0,2023-11-01,2024-01-31,,,10-Q,2025-02-25,,0000896878-25-000015,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServicesSold,1,us-gaap,USD,34000000.0,2024-08-01,2025-01-31,,,10-Q,2025-02-25,,0000896878-25-000015,,ixbrl,income_statement,183
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServicesSold,1,us-gaap,USD,38000000.0,2023-08-01,2024-01-31,,,10-Q,2025-02-25,,0000896878-25-000015,,ixbrl,income_statement,183
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServicesSold,1,us-gaap,USD,880000000.0,2024-11-01,2025-01-31,,,10-Q,2025-02-25,,0000896878-25-000015,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServicesSold,1,us-gaap,USD,796000000.0,2023-11-01,2024-01-31,,,10-Q,2025-02-25,,0000896878-25-000015,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServicesSold,1,us-gaap,USD,1652000000.0,2024-08-01,2025-01-31,,,10-Q,2025-02-25,,0000896878-25-000015,,ixbrl,income_statement,183
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServicesSold,1,us-gaap,USD,1503000000.0,2023-08-01,2024-01-31,,,10-Q,2025-02-25,,0000896878-25-000015,,ixbrl,income_statement,183
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,37000000.0,2024-11-01,2025-01-31,,,10-Q,2025-02-25,,0000896878-25-000015,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,36000000.0,2023-11-01,2024-01-31,,,10-Q,2025-02-25,,0000896878-25-000015,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,74000000.0,2024-08-01,2025-01-31,,,10-Q,2025-02-25,,0000896878-25-000015,,ixbrl,income_statement,183
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,74000000.0,2023-08-01,2024-01-31,,,10-Q,2025-02-25,,0000896878-25-000015,,ixbrl,income_statement,183
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,37000000.0,2024-11-01,2025-01-31,,,10-Q,2025-02-25,,0000896878-25-000015,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,36000000.0,2023-11-01,2024-01-31,,,10-Q,2025-02-25,,0000896878-25-000015,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,74000000.0,2024-08-01,2025-01-31,,,10-Q,2025-02-25,,0000896878-25-000015,,ixbrl,income_statement,183
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,74000000.0,2023-08-01,2024-01-31,,,10-Q,2025-02-25,,0000896878-25-000015,,ixbrl,income_statement,183
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServicesSold,1,us-gaap,USD,14000000.0,2024-08-01,2024-10-31,,,10-Q,2024-11-21,,0000896878-24-000053,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServicesSold,1,us-gaap,USD,15000000.0,2023-08-01,2023-10-31,,,10-Q,2024-11-21,,0000896878-24-000053,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServicesSold,1,us-gaap,USD,772000000.0,2024-08-01,2024-10-31,,,10-Q,2024-11-21,,0000896878-24-000053,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServicesSold,1,us-gaap,USD,707000000.0,2023-08-01,2023-10-31,,,10-Q,2024-11-21,,0000896878-24-000053,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,37000000.0,2024-08-01,2024-10-31,,,10-Q,2024-11-21,,0000896878-24-000053,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,38000000.0,2023-08-01,2023-10-31,,,10-Q,2024-11-21,,0000896878-24-000053,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,37000000.0,2024-08-01,2024-10-31,,,10-Q,2024-11-21,,0000896878-24-000053,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,38000000.0,2023-08-01,2023-10-31,,,10-Q,2024-11-21,,0000896878-24-000053,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServicesSold,1,us-gaap,USD,3250000000.0,2023-08-01,2024-07-31,,,10-K,2024-09-04,,0000896878-24-000039,,ixbrl,income_statement,365
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServicesSold,1,us-gaap,USD,2908000000.0,2022-08-01,2023-07-31,,,10-K,2024-09-04,,0000896878-24-000039,,ixbrl,income_statement,364
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServicesSold,1,us-gaap,USD,2196000000.0,2021-08-01,2022-07-31,,,10-K,2024-09-04,,0000896878-24-000039,,ixbrl,income_statement,364
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServicesSold,1,us-gaap,USD,69000000.0,2023-08-01,2024-07-31,,,10-K,2024-09-04,,0000896878-24-000039,,ixbrl,income_statement,365
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServicesSold,1,us-gaap,USD,72000000.0,2022-08-01,2023-07-31,,,10-K,2024-09-04,,0000896878-24-000039,,ixbrl,income_statement,364
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServicesSold,1,us-gaap,USD,70000000.0,2021-08-01,2022-07-31,,,10-K,2024-09-04,,0000896878-24-000039,,ixbrl,income_statement,364
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,146000000.0,2023-08-01,2024-07-31,,,10-K,2024-09-04,,0000896878-24-000039,,ixbrl,income_statement,365
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,163000000.0,2022-08-01,2023-07-31,,,10-K,2024-09-04,,0000896878-24-000039,,ixbrl,income_statement,364
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,140000000.0,2021-08-01,2022-07-31,,,10-K,2024-09-04,,0000896878-24-000039,,ixbrl,income_statement,364
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,146000000.0,2023-08-01,2024-07-31,,,10-K,2024-09-04,,0000896878-24-000039,,ixbrl,income_statement,365
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,163000000.0,2022-08-01,2023-07-31,,,10-K,2024-09-04,,0000896878-24-000039,,ixbrl,income_statement,364
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,140000000.0,2021-08-01,2022-07-31,,,10-K,2024-09-04,,0000896878-24-000039,,ixbrl,income_statement,364
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization,3,us-gaap,USD,17000000.0,2024-02-01,2024-04-30,,,10-Q,2024-05-23,,0000896878-24-000026,,ixbrl,income_statement,89
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization,3,us-gaap,USD,17000000.0,2023-02-01,2023-04-30,,,10-Q,2024-05-23,,0000896878-24-000026,,ixbrl,income_statement,88
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization,3,us-gaap,USD,55000000.0,2023-08-01,2024-04-30,,,10-Q,2024-05-23,,0000896878-24-000026,,ixbrl,income_statement,273
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization,3,us-gaap,USD,56000000.0,2022-08-01,2023-04-30,,,10-Q,2024-05-23,,0000896878-24-000026,,ixbrl,income_statement,272
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization,3,us-gaap,USD,1014000000.0,2024-02-01,2024-04-30,,,10-Q,2024-05-23,,0000896878-24-000026,,ixbrl,income_statement,89
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization,3,us-gaap,USD,924000000.0,2023-02-01,2023-04-30,,,10-Q,2024-05-23,,0000896878-24-000026,,ixbrl,income_statement,88
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization,3,us-gaap,USD,2517000000.0,2023-08-01,2024-04-30,,,10-Q,2024-05-23,,0000896878-24-000026,,ixbrl,income_statement,273
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization,3,us-gaap,USD,2252000000.0,2022-08-01,2023-04-30,,,10-Q,2024-05-23,,0000896878-24-000026,,ixbrl,income_statement,272
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,36000000.0,2024-02-01,2024-04-30,,,10-Q,2024-05-23,,0000896878-24-000026,,ixbrl,income_statement,89
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,40000000.0,2023-02-01,2023-04-30,,,10-Q,2024-05-23,,0000896878-24-000026,,ixbrl,income_statement,88
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,110000000.0,2023-08-01,2024-04-30,,,10-Q,2024-05-23,,0000896878-24-000026,,ixbrl,income_statement,273
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,122000000.0,2022-08-01,2023-04-30,,,10-Q,2024-05-23,,0000896878-24-000026,,ixbrl,income_statement,272
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,36000000.0,2024-02-01,2024-04-30,,,10-Q,2024-05-23,,0000896878-24-000026,,ixbrl,income_statement,89
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,40000000.0,2023-02-01,2023-04-30,,,10-Q,2024-05-23,,0000896878-24-000026,,ixbrl,income_statement,88
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,110000000.0,2023-08-01,2024-04-30,,,10-Q,2024-05-23,,0000896878-24-000026,,ixbrl,income_statement,273
INTU,Technology,TechD,cost_of_amo,CostOfGoodsAndServicesSoldAmortization,1,us-gaap,USD,122000000.0,2022-08-01,2023-04-30,,,10-Q,2024-05-23,,0000896878-24-000026,,ixbrl,income_statement,272
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization,3,us-gaap,USD,23000000.0,2023-11-01,2024-01-31,,,10-Q,2024-02-22,,0000896878-24-000011,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization,3,us-gaap,USD,24000000.0,2022-11-01,2023-01-31,,,10-Q,2024-02-22,,0000896878-24-000011,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization,3,us-gaap,USD,38000000.0,2023-08-01,2024-01-31,,,10-Q,2024-02-22,,0000896878-24-000011,,ixbrl,income_statement,183
INTU,Technology,TechD,cost_of_product,CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization,3,us-gaap,USD,39000000.0,2022-08-01,2023-01-31,,,10-Q,2024-02-22,,0000896878-24-000011,,ixbrl,income_statement,183
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization,3,us-gaap,USD,796000000.0,2023-11-01,2024-01-31,,,10-Q,2024-02-22,,0000896878-24-000011,,ixbrl,income_statement,91
INTU,Technology,TechD,cost_of_service,CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization,3,us-gaap,USD,708000000.0,2022-11-01,2023-01-31,,,10-Q,2024-02-22,,0000896878-24-000011,,ixbrl,income_statement,91
